by,descendants,id,kids,score,text,time,title,type,url
vatueil,115.0,20539387,"[20539810, 20542057, 20540622, 20542236, 20541065, 20540718, 20541277, 20540624, 20541066, 20542642, 20549201, 20540853, 20541364, 20541325, 20541942, 20539887, 20542412, 20540162, 20540943, 20541739, 20540154, 20539889]",266,,1564185990,"Siri records fights, doctor’s appointments, and sex, and contractors hear it",story,https://arstechnica.com/gadgets/2019/07/siri-records-fights-doctors-appointments-and-sex-and-contractors-hear-it/
prostoalex,0.0,20538382,,11,,1564175714,Nebraska Attorney General sues Hilton hotels for hidden resort fees,story,https://www.wowt.com/content/news/Nebraska-Attorney-General-sues-Hilton-hotels-for-false-pricing--513114791.html
curtis,57.0,20548701,"[20548920, 20549060, 20550762, 20549092, 20548932, 20549214, 20549114, 20549098, 20548958]",91,,1564334783,Alaska defunds scholarships for thousands of students ahead of fall semester,story,https://www.nbcnews.com/news/us-news/alaska-defunds-scholarships-thousands-university-students-ahead-fall-semester-n1035231
mrep,147.0,20529108,"[20530488, 20529448, 20531758, 20529295, 20529456, 20529479, 20529356, 20529579, 20531045, 20531171, 20530121, 20529967, 20529343, 20531127]",127,,1564085598,Alphabet Announces Second Quarter 2019 Results [pdf],story,https://abc.xyz/investor/static/pdf/2019Q2_alphabet_earnings_release.pdf
EndXA,2.0,20534117,[20537612],15,,1564142978,Genes underscore five psychiatric disorders,story,https://www.uq.edu.au/news/article/2019/07/genes-underscore-five-psychiatric-disorders
pseudolus,38.0,20539738,"[20540376, 20540339, 20540191, 20540172, 20540292, 20540276, 20540202, 20540219, 20540088, 20540288]",83,,1564189897,"Moody’s Buys Climate Data Firm, Signaling New Scrutiny of Climate Risks",story,https://www.nytimes.com/2019/07/24/climate/moodys-ratings-climate-change-data.html
8x8squares,11.0,20549310,"[20549820, 20553344, 20549502, 20551815, 20550145, 20550093, 20549418, 20549647, 20549857]",13,"A tech company engineering director says how she hosts some team activities for employees to have <i>fun</i> together.<p>Link: https:&#x2F;&#x2F;www.linkedin.com&#x2F;feed&#x2F;news&#x2F;should-engineers-have-fun-at-work-5042514&#x2F;<p>I also saw comments from other users about how <i>fun</i> that workplace is.<p>My reaction to that post was quite contrary to the majority of comments. I absolutely didn&#x27;t find that fun. It is something I wouldn&#x27;t enjoy at all. I communicate well during meetings, and I work well with my team to solve the tasks at hand.<p>But when almost all of the top tech companies have such supposedly <i>fun</i> activities for team bonding, or other reasons, I think it alienates people like me who are good engineers but don&#x27;t enjoy such activities.<p>Another comment on that post, is relieving and shares similar opinion of mine:<p>&gt; For any software engineer truly suited to their job, the work required should already be &quot;fun&quot;, <i>in and of itself</i>.  If not, then said engineer is in the wrong line of work and should find something they <i>would</i> enjoy doing every day for the rest of their career. 
For many, being forced to endure such irrelevant social engagement is an uncomfortable disincentive they would do anything to avoid.  &quot;Community&quot; isn&#x27;t something you can <i>impose</i>, it can only be &quot;nurtured&quot;!  It develops organically, not from what you <i>think</i> would be &quot;fun&quot; but what those on your team <i>actually enjoy</i>.  You learn this by observing and paying attention.  Then, when you learn what works, you simply do <i>more</i> of it. 
Follow through on this idea of imposing &quot;fun&quot; at work and you risk alienating all your best engineers.<p>Considering how STEM fields naturally attract introverts, shouldn&#x27;t managers at companies avoid or at least make their supposedly fun activities not mandatory? By imposing their definition of fun, aren&#x27;t they doing more harm than good?",1564341383,Shouldn't managers at companies make their supposedly fun activities optional?,story,
EndXA,5.0,20535088,"[20542416, 20542534, 20542875, 20543168]",24,,1564151739,Human-robot teams work better when there’s an emotional connection,story,https://news.umich.edu/humans-robot-teams-work-better-when-theres-an-emotional-connection/
ivanceras,95.0,20533318,"[20534607, 20533343, 20535751, 20534082, 20533736, 20533551, 20535668, 20534572, 20533575, 20533857, 20533650, 20535613, 20533991, 20536261, 20533601]",253,,1564130690,Show HN: Sauron-native – A native cross-platform GUI for Rust,story,https://github.com/ivanceras/sauron-native
srameshc,1.0,20543251,[20545150],33,,1564250797,How the Plastics Industry Is Fighting to Keep Polluting the World,story,https://theintercept.com/2019/07/20/plastics-industry-plastic-recycling/
thinkcomp,3.0,20535236,[20538964],10,,1564152903,Facebook Love Scams: Who’s Really Behind That Friend Request?,story,https://www.nytimes.com/2019/07/26/the-weekly/facebook-scams.html
loresome,61.0,20535293,"[20536414, 20536418, 20535493, 20536587, 20535765, 20535450, 20538761, 20535510, 20536319, 20536440, 20536439, 20537272, 20535409, 20537896, 20536290, 20535787, 20535435, 20536067, 20536999, 20535900]",135,,1564153344,Pioneer manipulates scores to pick winners,story,https://medium.com/@anton_87731/how-silicon-valley-vc-tournament-manipulates-the-scores-to-pick-winners-1608e8c0ff22
bedros,32.0,20549264,"[20549374, 20549405, 20549396, 20549417, 20549496, 20549766, 20549490, 20549433, 20549362, 20549308, 20549431, 20549328]",60,,1564340871,I replicated an $86M project using open-source libraries (2017),story,https://medium.com/free-code-camp/how-i-replicated-an-86-million-project-in-57-lines-of-code-277031330ee9
iafrikan,22.0,20546956,"[20547547, 20547059, 20548787, 20547970, 20547347]",39,,1564313044,China Should Launch a Libra Competitor – Huawei CEO,story,https://www.iafrikan.com/2019/07/28/huawei-ceo-libra-china-facebook-cryptocurrency-digital/
pseudolus,1.0,20550689,[20552060],40,,1564361510,Think the heatwave was bad? Climate already hitting key tipping points,story,https://www.reuters.com/article/us-climate-change-heatwaves/think-the-heatwave-was-bad-climate-already-hitting-key-tipping-points-idUSKCN1UN065
programd,3.0,20543942,"[20545995, 20544371]",30,,1564258884,Windows 10 vs. Ubuntu 18.04 LTS Performance on AMD Ryzen 9 3900X,story,https://www.phoronix.com/scan.php?page=article&item=3900x-windows10-ubuntu&num=1
CCs,77.0,20542023,"[20542438, 20542220, 20542820, 20542293, 20542647, 20542571, 20543780, 20542197, 20542298, 20542434, 20543861, 20543585, 20542366, 20543369, 20543271, 20542210]",90,,1564235526,How fast can a BufferedReader read lines in Java?,story,https://lemire.me/blog/2019/07/26/how-fast-can-a-bufferedreader-read-lines-in-java/
SQL2219,66.0,20530994,"[20532334, 20531439, 20531944, 20531645, 20534047, 20533760, 20531132, 20532616, 20531503, 20536311, 20533949, 20533654]",132,,1564098330,Kern Microtechnik: Accurate CNC Machines [video],story,https://www.youtube.com/watch?v=Ijl6uDa_kQU
CrocodileStreet,0.0,20543628,,6,,1564255202,Meet the beetles: The insect drawings of Joris Hoefnagel,story,https://www.apollo-magazine.com/insect-artifice-book-review/
northfoxz,0.0,20542375,,4,,1564240515,"Thruster – A fast, middleware based, web framework written in Rust",story,https://github.com/trezm/Thruster
luu,9.0,20531861,"[20532015, 20532973, 20533083, 20533829, 20539503]",106,,1564108034,SVG Jigsaw Generation in Clojure,story,https://blog.bonnieeisenman.com/projects/clojure-puzzles/
JPLeRouzic,6.0,20537865,"[20538637, 20538595, 20538626, 20538693]",14,,1564170954,Researchers Challenge Low Expectations In Treating Cancer In Poor Countries,story,https://www.npr.org/sections/goatsandsoda/2019/07/26/745225133/how-to-bring-cancer-care-to-the-worlds-poorest-children
bookofjoe,52.0,20547162,"[20547518, 20547786, 20548396, 20548185, 20547353, 20547829, 20547422]",50,,1564316541,The Titanic Compared With a Modern Cruiseship (2014),story,https://waitbutwhy.com/2014/05/titanic-compared-modern-cruiseship.html
1gor,150.0,20540693,"[20540781, 20542024, 20540864, 20541204, 20542763, 20540828, 20541879, 20541717, 20542174, 20541929, 20543064, 20541963, 20541787]",138,,1564208937,Latest 737 Max Fault That Alarmed Test Pilots Rooted in Software,story,https://www.bloomberg.com/news/articles/2019-07-27/latest-737-max-fault-that-alarmed-test-pilots-rooted-in-software
Zenst,5.0,20544831,[20544900],6,,1564269367,How to Overclock Raspberry Pi 4 to 2.0 GHz,story,https://www.cnx-software.com/2019/07/26/how-to-overclock-raspberry-pi-4/
atum47,63.0,20531307,"[20531744, 20532652, 20534687, 20532209, 20532150, 20542565, 20531509, 20531492, 20538279, 20531733]",100,,1564101828,Show HN: Play rock paper and scissors against a untrained neural network,story,https://github.com/victorqribeiro/jokenpo
trishume,0.0,20544750,,7,,1564268080,Two Performance Aesthetics: Never Miss a Frame and Do Almost Nothing,story,http://thume.ca/2019/07/27/two-performance-aesthetics/
jseliger,107.0,20543605,"[20544190, 20544179, 20544265, 20545145, 20544062, 20543938, 20545904, 20544996, 20543998, 20543841, 20547928, 20544657, 20545189, 20544342]",60,,1564255011,Some progress on CO2 sequestration technologies,story,https://www.fastcompany.com/90356326/we-have-the-tech-to-suck-co2-from-the-air-but-can-it-suck-enough-to-make-a-difference
eswat,8.0,20542152,"[20542845, 20542836, 20543704, 20542819, 20543233, 20544735]",30,,1564237335,Doom 1/2 on Nintendo Switch requires Bethesda account login on first-play,story,https://twitter.com/Nibellion/status/1154799307205357569
clouddrover,287.0,20531394,"[20534399, 20532131, 20532614, 20533264, 20531619, 20531839, 20531897, 20531678, 20534946, 20535351, 20532486, 20534605, 20532030, 20532253, 20542654, 20533420, 20534602, 20534811, 20534256, 20531638, 20531879, 20532078, 20531739, 20532464, 20531655, 20532860, 20531661, 20533926, 20534567]",232,,1564102954,"A ""cure"" for baldness could be around the corner",story,https://www.theatlantic.com/health/archive/2019/07/hair-for-all/594826/
simonebrunozzi,64.0,20530923,"[20532425, 20531447, 20531361, 20535565, 20532698, 20531458, 20532542, 20531778, 20531401, 20534951]",105,,1564097613,Google Cloud's run rate is now over $8B,story,https://techcrunch.com/2019/07/25/google-clouds-run-rate-is-now-over-8b/
zeristor,3.0,20541425,"[20541705, 20541584]",25,,1564225413,Eltanin impact,story,https://en.wikipedia.org/wiki/Eltanin_impact
jeffwass,0.0,20541657,,8,,1564229635,Bedridden for 11 years until he cured himself,story,https://edition-m.cnn.com/2019/07/27/health/doug-lindsay-invented-surgery-trnd/index.html
chmaynard,0.0,20533813,,44,,1564138075,Einstein’s Entanglements,story,https://inference-review.com/article/einsteins-entanglements
pizza_pleb,7.0,20534404,"[20535747, 20535355, 20540045]",30,,1564145771,Code Reviews: A Layered Workflow,story,https://charcoalbin.com/posts/code-review.html
JumpCrisscross,115.0,20544222,"[20544943, 20544712, 20544470, 20544435, 20544562, 20544383, 20544451, 20544443, 20544462, 20544960, 20544623, 20545014, 20544496, 20545329, 20549828, 20544979, 20546131, 20545045, 20547385, 20544460, 20544393, 20544479, 20545080, 20544457, 20545196, 20544937, 20544742, 20545486, 20544525, 20544362, 20544370]",174,,1564261938,Facebook Is Dying,story,https://medium.com/crypto-oracle/facebook-is-dying-libra-wont-save-it-wall-street-is-clueless-47243c17f107
tepidandroid,0.0,20535218,,10,,1564152763,CloudEvents is a specification for defining the format of event data,story,https://github.com/cloudevents/spec/blob/master/spec.md
calmchaos,1.0,20543817,[20546454],4,,1564257638,Show HN: Cookiebro WebExtension can now blacklist single cookies by name,story,https://nodetics.com/cookiebro/
joegahona,35.0,20532049,"[20534995, 20533004, 20535405, 20532988, 20532806, 20533530, 20532692, 20533903, 20537517, 20532743, 20532788, 20535595, 20534051, 20534040]",63,,1564110615,The Last Days of John Allen Chau,story,https://www.outsideonline.com/2400030/john-allen-chau-life-death-north-sentinel
nikolamilosevic,2.0,20543880,"[20554703, 20545847]",14,"I have created Udemy course on Malware analysis, basically transferring course I was teaching. I would like to invite people to have a look and let me know if they are missing any content and generally what they think, how the course can be improved. Also, reviews are welcome (hope for good ones :)). I have created 100 free coupons, so if you are interested, please enroll using the following link:https:&#x2F;&#x2F;www.udemy.com&#x2F;malware-analysis-and-reverse-engineering&#x2F;?couponCode=HACKNEWS",1564258327,New Udemy Course on Malware Analysis,story,
throwaway3627,23.0,20529845,"[20531068, 20531476, 20535030, 20537617, 20530442, 20530146]",55,,1564089635,Cosmic Ray Update: New Results from the Moon,story,https://spaceweatherarchive.com/2019/07/16/cosmic-ray-update-new-results-from-the-moon/
hker,0.0,20542984,,5,,1564247816,China’s Banks Are Running Out of Dollars,story,https://www.wsj.com/articles/chinas-banks-are-running-out-of-dollars-11556012442?mod=rsswn
kennethfriedman,70.0,20529001,"[20529588, 20529174, 20529089, 20531222, 20529164, 20529125, 20529087, 20529106, 20529166, 20531141]",218,,1564084937,Apple to acquire the majority of Intel's smartphone modem business,story,https://www.apple.com/newsroom/2019/07/apple-to-acquire-the-majority-of-intels-smartphone-modem-business/
jbegley,15.0,20542337,"[20542842, 20542554, 20543371, 20543172, 20547211, 20543302]",64,,1564240018,Bellingcat journalists targeted by failed phishing attempt,story,https://techcrunch.com/2019/07/27/bellingcat-targeted-failed-phishing-attempt/
miles,9.0,20540819,"[20542122, 20542015, 20542072, 20542106, 20542120, 20542006]",29,,1564211737,"Barr's crypto backdoor claim is a fallacy, which I'll show with math",story,https://twitter.com/ErrataRob/status/1154473459247828992
pizza,374.0,20531039,"[20531466, 20531526, 20531845, 20534144, 20531881, 20531670, 20531482, 20534119, 20531711, 20533320, 20531641, 20531487, 20533399, 20531514, 20534447, 20532699, 20533086, 20534096, 20541998, 20535149, 20536176, 20536607, 20531682, 20533364, 20535253, 20531453, 20531462, 20539871, 20531456, 20531452]",392,,1564098690,“My GitHub account has been restricted due to US sanctions as I live in Crimea”,story,https://github.com/tkashkin/GameHub/issues/289
daegloe,3.0,20544047,[20545353],15,,1564259907,‘Maybe you’re just someone with blood in their urine’,story,https://www.washingtonpost.com/health/medical-mysteries/maybe-youre-just-someone-with-blood-in-their-urine/2019/07/26/4c53c7c0-8b93-11e9-8f69-a2795fca3343_story.html
rbanffy,3.0,20538031,"[20538709, 20540289]",13,,1564172393,Compiler Pessimization (1971),story,https://archive.org/stream/CompilerPessimization/Compiler%20pessimization_djvu.txt
jsnell,0.0,20542350,,3,,1564240156,How to Bypass “Slider Captcha”,story,https://medium.com/@filipvitas/how-to-bypass-slider-captcha-with-js-and-puppeteer-cd5e28105e3c
based2,0.0,20549322,,7,,1564341511,Experts call for ban on glass skyscrapers to save energy in climate crisis,story,https://www.theguardian.com/environment/2019/jul/28/ban-all-glass-skscrapers-to-save-energy-in-climate-crisis
ricklamers,15.0,20534729,"[20535472, 20546264, 20546150, 20536047, 20541340, 20540792, 20541639, 20536191, 20535733, 20539498]",78,,1564148716,Show HN: I built a spreadsheet app with Python to make data science easier,story,https://hackernoon.com/introducing-grid-studio-a-spreadsheet-app-with-python-to-make-data-science-easier-tdup38f7
AndreyKarpov,5.0,20541738,"[20541884, 20542251]",29,,1564230988,New PVS studio scan,story,https://www.haiku-os.org/blog/pulkomandy/2019-07-27_new_pvs_studio_scan/
clouddrover,0.0,20539842,,6,,1564191520,BBC Sound Effects,story,http://bbcsfx.acropolis.org.uk/
Anon84,0.0,20535270,,32,,1564153163,Deep Learning Lecture Slides [pdf],story,https://glouppe.github.io/info8010-deep-learning/pdf/lec-all.pdf
